Cust ID,Name,Company,Address 1,Address 2,City,State,Zip,Date Received,Date Reported,Lab No,Results For,Sample ID 1,Sample ID 2,Phosphorus M3 ppm P,Total P,Ward_ID,Sample_ID,Domestication,Fertilization,Harvest_Stage,Replicate
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65663,MARY DIXON,,14,23,770,14,18,Wild,Fertilized,Early_Flower,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65664,MARY DIXON,,15,39,750,15,1,Wild,Fertilized,Seedling,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65665,MARY DIXON,,16,25,820,16,20,Wild,Fertilized,Late_Flower,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65666,MARY DIXON,,17,32,860,17,21,Wild,Fertilized,Late_Flower,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65667,MARY DIXON,,18,32,770,18,22,Wild,Fertilized,Late_Flower,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65668,MARY DIXON,,19,42,1110,19,23,Wild,Fertilized,Late_Flower,4
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65669,MARY DIXON,,20,22,680,20,24,Wild,Fertilized,Late_Flower,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65670,MARY DIXON,,21,99,170,21,50,Modern,Fertilized,Seedling,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65671,MARY DIXON,,22,48,400,22,51,Modern,Fertilized,Seedling,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65672,MARY DIXON,,23,30,580,23,52,Modern,Fertilized,Seedling,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65673,MARY DIXON,,24,47,340,24,53,Modern,Fertilized,Seedling,4
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65674,MARY DIXON,,25,31,300,25,54,Modern,Fertilized,Seedling,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65675,MARY DIXON,,26,65,330,26,55,Modern,Fertilized,Seedling,6
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65676,MARY DIXON,,27,23,310,27,56,Modern,Fertilized,Early_Vegetative,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65677,MARY DIXON,,28,23,320,28,57,Modern,Fertilized,Early_Vegetative,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65678,MARY DIXON,,29,19,330,29,58,Modern,Fertilized,Early_Vegetative,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65679,MARY DIXON,,30,24,370,30,59,Modern,Fertilized,Early_Vegetative,4
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65680,MARY DIXON,,31,27,220,31,60,Modern,Fertilized,Early_Vegetative,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65681,MARY DIXON,,32,21,260,32,61,Modern,Fertilized,Early_Vegetative,6
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65682,MARY DIXON,,33,23,360,33,62,Modern,Fertilized,Late_Vegetative,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65683,MARY DIXON,,34,21,360,34,63,Modern,Fertilized,Late_Vegetative,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65684,MARY DIXON,,35,19,370,35,64,Modern,Fertilized,Late_Vegetative,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65685,MARY DIXON,,36,24,420,36,66,Modern,Fertilized,Late_Vegetative,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65686,MARY DIXON,,37,40,280,37,67,Modern,Fertilized,Late_Vegetative,6
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65687,MARY DIXON,,38,13,300,38,68,Modern,Fertilized,Early_Flower,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65688,MARY DIXON,,39,15,310,39,69,Modern,Fertilized,Early_Flower,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65689,MARY DIXON,,40,14,290,40,70,Modern,Fertilized,Early_Flower,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65690,MARY DIXON,,41,20,330,41,71,Modern,Fertilized,Early_Flower,4
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65691,MARY DIXON,,42,56,430,42,72,Modern,Fertilized,Early_Flower,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65692,MARY DIXON,,43,59,280,43,73,Modern,Fertilized,Early_Flower,6
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65693,MARY DIXON,,44,22,280,44,74,Modern,Fertilized,Late_Flower,1
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65694,MARY DIXON,,45,15,240,45,75,Modern,Fertilized,Late_Flower,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65695,MARY DIXON,,46,19,220,46,76,Modern,Fertilized,Late_Flower,3
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65696,MARY DIXON,,47,14,220,47,77,Modern,Fertilized,Late_Flower,4
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65697,MARY DIXON,,48,24,340,48,78,Modern,Fertilized,Late_Flower,5
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65698,MARY DIXON,,49,28,280,49,79,Modern,Fertilized,Late_Flower,6
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65699,MARY DIXON,,50,18,240,50,11,Wild,Fertilized,Late_Vegetative,2
82059,MARY DIXON,CSU,1173 CAMPUS DELIVERY ,200 W LAKE ST,FORT COLLINS,CO,80523-1173,7/10/2025 5:00,7/14/2025 5:00,65700,MARY DIXON,,51,63,260,51,12,Wild,Fertilized,Late_Vegetative,4
